"cc","FloodPhenomenaID","Year","StartDate","EndDate","Number_FE","Number_FL","EUUOMCODE","FP_Severity","FP_Duration","FP_Extension","SourceOfFlooding","CharacteristicsOfFlooding","MechanismOfFlooding","FrequencyCategory","Area","Source","OtherSources"
"BG","BG-2003-05-04",2003,04/05/2003,05/05/2003,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2003-05-21",2003,21/05/2003,22/05/2003,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2003-05-23",2003,23/05/2003,24/05/2003,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2003-05-27",2003,27/05/2003,28/05/2003,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2003-06-03",2003,03/06/2003,04/06/2003,1,1,"BG3000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2003-09-07",2003,07/09/2003,09/09/2003,1,1,"BG1000","Moderate",2,"","Pluvial","","","",,"FD",""
"BG","BG-2003-09-14",2003,14/09/2003,15/09/2003,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2003-12-22",2003,22/12/2003,25/12/2003,1,1,"BG3000","Moderate",3,"","Fluvial","Debris flow","","Frequent",,"FD",""
"BG","BG-2004-01-28",2004,28/01/2004,30/01/2004,3,3,"BG2000","High",2,"","Pluvial","","","",,"FD",""
"BG","BG-2004-02-19",2004,19/02/2004,29/02/2004,1,1,"BG2000","Moderate",10,"","Pluvial","","","",,"FD",""
"BG","BG-2004-03-24",2004,24/03/2004,25/03/2004,1,1,"BG3000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2004-04-20",2004,20/04/2004,21/04/2004,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2004-05-14",2004,10/05/2004,25/05/2004,4,4,"BG1000,BG2000","High",15,"","Pluvial,Fluvial","","","",,"FD",""
"BG","BG-2004-06-01",2004,01/06/2004,02/06/2004,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2004-06-06",2004,06/06/2004,07/06/2004,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2004-06-14",2004,14/06/2004,15/06/2004,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2004-06-21",2004,18/06/2004,29/06/2004,2,2,"BG1000","High",11,"","Pluvial","","","",,"FD",""
"BG","BG-2004-07-05",2004,05/07/2004,06/07/2004,1,1,"BG3000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2004-07-13",2004,13/07/2004,29/07/2004,1,1,"BG2000","Moderate",16,"","Pluvial","","","",,"FD",""
"BG","BG-2004-08-07",2004,07/08/2004,23/08/2004,2,2,"BG2000,BG3000","High",16,"","Pluvial,Fluvial","","","",,"FD",""
"BG","BG-2004-11-14",2004,14/11/2004,16/11/2004,1,1,"BG3000","Moderate",2,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2005-01-26",2005,24/01/2005,28/01/2005,8,8,"BG2000,BG3000","High",4,"","Pluvial,Fluvial","Snow melt flood","Defence exceedance","Frequent",,"FD",""
"BG","BG-2005-02-15",2005,15/02/2005,17/02/2005,10,10,"BG3000,BG2000,BG4000,BG1000","Very High",2,"","Pluvial,Fluvial","Snow melt flood","","Frequent",,"FD",""
"BG","BG-2005-02-23",2005,23/02/2005,24/02/2005,1,1,"BG3000","Moderate",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2005-03-02",2005,02/03/2005,03/03/2005,2,2,"BG1000","High",1,"","Pluvial","","","",,"FD",""
"BG","BG-2005-03-29",2005,28/03/2005,31/03/2005,2,2,"BG1000","High",3,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2005-04-15",2005,15/04/2005,20/04/2005,5,5,"BG2000,BG1000","High",5,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2005-05-14",2005,14/05/2005,17/05/2005,1,1,"BG1000","Moderate",3,"","Pluvial","","","",,"FD",""
"BG","BG-2005-05-18",2005,18/05/2005,19/05/2005,1,1,"BG3000","Moderate",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2005-06-04",2005,25/05/2005,21/06/2005,22,22,"BG2000,BG1000,BG4000,BG3000","Very High",27,"","Fluvial,Pluvial,Groundwater,Artificial water-bearing infrastructure","","","",0.19,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"BG","BG-2005-06-25",2005,25/06/2005,26/06/2005,2,2,"BG2000","High",1,"","Pluvial","","","",,"FD",""
"BG","BG-2005-07-13",2005,01/07/2005,18/07/2005,57,54,"BG3000,BG1000,BG2000","Very High",17,"","Pluvial,Fluvial,Other,Artificial water-bearing infrastructure","","Defence or infrastructural failure,Defence exceedance","Frequent",12.53,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"BG","BG-2005-07-22",2005,22/07/2005,23/07/2005,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2005-08-01",2005,01/08/2005,02/08/2005,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2005-08-04",2005,04/08/2005,26/08/2005,40,38,"BG3000,BG1000,BG2000,BG4000","Very High",22,"","Pluvial,Fluvial,Artificial water-bearing infrastructure","","Defence exceedance,Defence or infrastructural failure","Very Rare",2.62,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"BG","BG-2005-10-03",2005,14/09/2005,04/10/2005,20,20,"BG1000,BG2000,BG3000","Very High",20,"","Pluvial,Fluvial,Artificial water-bearing infrastructure","","","Frequent",,"FD",""
"BG","BG-2005-10-23",2005,23/10/2005,24/10/2005,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2005-10-25",2005,25/10/2005,26/10/2005,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2005-12-30",2005,29/12/2005,01/01/2006,2,2,"BG3000","High",3,"","Fluvial,Pluvial","","","Frequent",,"FD",""
"BG","BG-2006-01-06",2006,06/01/2006,08/01/2006,1,1,"BG3000","Moderate",2,"","Fluvial","","","",,"FD",""
"BG","BG-2006-01-18",2006,18/01/2006,19/01/2006,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2006-02-13",2006,13/02/2006,14/02/2006,1,1,"BG1000","Moderate",1,"","Fluvial,Groundwater","","","",,"FD",""
"BG","BG-2006-02-20",2006,20/02/2006,21/02/2006,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2006-02-24",2006,24/02/2006,25/02/2006,1,1,"BG4000","Very High",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2006-02-28",2006,27/02/2006,01/03/2006,2,2,"BG3000","High",2,"","Fluvial,Artificial water-bearing infrastructure","Snow melt flood","","Frequent",,"FD",""
"BG","BG-2006-03-02",2006,02/03/2006,03/03/2006,1,1,"BG3000","Moderate",1,"","Artificial water-bearing infrastructure","","","",,"FD",""
"BG","BG-2006-03-05",2006,05/03/2006,06/03/2006,1,1,"BG1000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2006-03-14",2006,11/03/2006,17/03/2006,15,15,"BG4000,BG2000,BG3000,BG1000","Very High",6,"","Pluvial,Fluvial,Artificial water-bearing infrastructure","","Defence or infrastructural failure","Frequent",0.18,"FD",""
"BG","BG-2006-03-30",2006,24/03/2006,03/04/2006,3,3,"BG1000,BG3000","High",10,"","Pluvial,Fluvial","","","",,"FD",""
"BG","BG-2006-04-23",2006,10/04/2006,17/05/2006,4,4,"BG1000","High",37,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2006-06-02",2006,01/06/2006,05/06/2006,18,17,"BG2000,BG1000","Very High",4,"","Pluvial","","","",0.5,"FD",""
"BG","BG-2006-06-22",2006,22/06/2006,23/06/2006,1,1,"BG3000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2006-07-02",2006,01/07/2006,04/07/2006,7,7,"BG2000,BG1000","High",3,"","Pluvial","","","",,"FD",""
"BG","BG-2006-07-07",2006,07/07/2006,08/07/2006,2,1,"BG2000","High",1,"","Pluvial","","Defence exceedance","",,"FD",""
"BG","BG-2006-08-07",2006,07/08/2006,08/08/2006,1,1,"BG3000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2006-08-23",2006,23/08/2006,24/08/2006,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2006-08-29",2006,29/08/2006,31/08/2006,2,2,"BG1000","High",2,"","Pluvial","","","",,"FD",""
"BG","BG-2006-12-27",2006,27/12/2006,28/12/2006,1,1,"BG4000","Very High",1,"","Fluvial","","","",,"FD",""
"BG","BG-2007-02-01",2007,01/02/2007,02/02/2007,1,1,"BG3000","Moderate",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2007-02-14",2007,14/02/2007,15/02/2007,2,2,"BG1000","High",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2007-02-16",2007,16/02/2007,17/02/2007,1,1,"BG4000","Very High",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2007-03-01",2007,01/03/2007,02/03/2007,1,1,"BG3000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2007-03-23",2007,23/03/2007,24/03/2007,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2007-05-21",2007,19/05/2007,22/05/2007,2,2,"BG1000","High",3,"","Pluvial","","","",0.18,"FD","Data on Fatalities obtained from EM-DAT"
"BG","BG-2007-05-24",2007,24/05/2007,30/05/2007,3,3,"BG1000","Very High",6,"","Pluvial,Fluvial","","","",,"FD","Data on Fatalities obtained from EM-DAT"
"BG","BG-2007-06-05",2007,05/06/2007,08/06/2007,6,6,"BG3000,BG1000","High",3,"","Fluvial,Pluvial","","","Frequent",,"FD","Data on Fatalities obtained from EM-DAT"
"BG","BG-2007-06-26",2007,26/06/2007,27/06/2007,1,1,"BG3000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2007-07-19",2007,19/07/2007,20/07/2007,1,1,"BG3000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2007-08-06",2007,05/08/2007,08/08/2007,15,15,"BG2000,BG1000","Very High",3,"","Pluvial,Fluvial","","","",,"FD",""
"BG","BG-2007-09-19",2007,19/09/2007,20/09/2007,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2007-10-18",2007,18/10/2007,20/10/2007,6,6,"BG2000","High",2,"","Pluvial","","","",,"FD",""
"BG","BG-2007-10-22",2007,22/10/2007,23/10/2007,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2007-11-05",2007,05/11/2007,06/11/2007,1,1,"BG1000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2007-11-08",2007,08/11/2007,09/11/2007,2,1,"BG4000","Very High",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2007-11-19",2007,16/11/2007,21/11/2007,14,14,"BG3000,BG1000","Very High",5,"","Pluvial,Fluvial,Artificial water-bearing infrastructure","","","Frequent",,"FD","Data on Fatalities obtained from EM-DAT"
"BG","BG-2007-11-27",2007,26/11/2007,28/11/2007,5,4,"BG3000,BG2000,BG1000","High",2,"","Fluvial,Pluvial","","","Frequent",,"FD",""
"BG","BG-2007-12-13",2007,13/12/2007,14/12/2007,1,1,"BG1000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2007-12-30",2007,30/12/2007,31/12/2007,1,1,"BG3000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2008-01-24",2008,24/01/2008,25/01/2008,1,1,"BG1000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2008-01-28",2008,28/01/2008,29/01/2008,2,2,"BG2000","High",1,"","Pluvial","","","",,"FD",""
"BG","BG-2008-03-04",2008,04/03/2008,05/03/2008,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2008-03-10",2008,10/03/2008,18/03/2008,1,1,"BG1000","Moderate",8,"","Fluvial","","","",,"FD",""
"BG","BG-2008-04-06",2008,06/04/2008,07/04/2008,1,1,"BG3000","Moderate",1,"","Pluvial","","","Frequent",,"FD",""
"BG","BG-2008-04-11",2008,11/04/2008,12/04/2008,1,1,"BG4000","Moderate",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2008-04-16",2008,16/04/2008,17/04/2008,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2008-04-22",2008,22/04/2008,24/04/2008,2,2,"BG1000","High",2,"","Pluvial","","","",,"FD",""
"BG","BG-2008-05-05",2008,05/05/2008,06/05/2008,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2008-05-08",2008,08/05/2008,09/05/2008,2,2,"BG4000","Very High",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2008-05-21",2008,21/05/2008,24/05/2008,3,3,"BG1000","High",3,"","Pluvial","","","",,"FD",""
"BG","BG-2008-06-01",2008,01/06/2008,02/06/2008,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2008-06-04",2008,04/06/2008,05/06/2008,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2008-06-29",2008,28/06/2008,30/06/2008,2,2,"BG3000,BG1000","High",2,"","Pluvial,Fluvial","","","Frequent",0.07,"FD",""
"BG","BG-2008-09-15",2008,15/09/2008,16/09/2008,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2008-09-18",2008,18/09/2008,19/09/2008,1,1,"BG1000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2008-09-26",2008,26/09/2008,27/09/2008,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2008-10-06",2008,06/10/2008,07/10/2008,1,1,"BG1000","Moderate",1,"","Pluvial","","","",0.07,"FD",""
"BG","BG-2008-10-18",2008,18/10/2008,19/10/2008,1,1,"BG1000","Moderate",1,"","Fluvial","","","",0.08,"FD",""
"BG","BG-2009-01-26",2009,26/01/2009,27/01/2009,1,1,"BG4000","Very High",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2009-02-02",2009,02/02/2009,03/02/2009,1,1,"BG3000","Moderate",1,"","Fluvial,Artificial water-bearing infrastructure","","","",,"FD",""
"BG","BG-2009-02-11",2009,11/02/2009,12/02/2009,1,1,"BG2000","Moderate",1,"","Pluvial","Snow melt flood","","",,"FD",""
"BG","BG-2009-03-06",2009,06/03/2009,08/03/2009,3,3,"BG1000,BG2000","High",2,"","Pluvial","Snow melt flood","","",1.5,"FD",""
"BG","BG-2009-03-11",2009,10/03/2009,12/03/2009,2,2,"BG1000,BG3000","High",2,"","Fluvial","","","",,"FD",""
"BG","BG-2009-03-29",2009,29/03/2009,30/03/2009,1,1,"BG4000","Very High",1,"","Fluvial","","","",,"FD",""
"BG","BG-2009-04-02",2009,02/04/2009,03/04/2009,1,1,"BG3000","Moderate",1,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2009-04-20",2009,20/04/2009,21/04/2009,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2009-05-26",2009,26/05/2009,27/05/2009,1,1,"BG1000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2009-06-05",2009,05/06/2009,06/06/2009,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2009-06-26",2009,26/06/2009,27/06/2009,1,1,"BG3000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2009-06-30",2009,30/06/2009,01/07/2009,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2009-07-02",2009,02/07/2009,03/07/2009,1,1,"BG3000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2009-07-10",2009,10/07/2009,14/07/2009,4,4,"BG1000,BG2000","High",4,"","Pluvial","","","",0.13,"FD",""
"BG","BG-2009-08-03",2009,03/08/2009,04/08/2009,1,1,"BG1000","Moderate",1,"","Fluvial","","","",,"FD",""
"BG","BG-2009-08-08",2009,08/08/2009,09/08/2009,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2009-09-07",2009,07/09/2009,09/09/2009,3,3,"BG2000","High",2,"","Pluvial","","","",,"FD",""
"BG","BG-2009-10-12",2009,12/10/2009,13/10/2009,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2009-11-10",2009,10/11/2009,11/11/2009,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2009-12-19",2009,15/12/2009,01/01/2010,9,9,"BG2000,BG1000,BG3000","High",17,"","Pluvial,Sea water,Fluvial","Other rapid onset,Snow melt flood","Defence exceedance","Rare",,"FD",""
"BG","BG-2010-01-26",2010,26/01/2010,27/01/2010,1,1,"BG4000","Very High",1,"","Fluvial","","","",,"FD",""
"BG","BG-2010-02-01",2010,01/02/2010,02/02/2010,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2010-02-15",2010,07/02/2010,22/04/2010,50,45,"BG2000,BG3000,BG4000,BG1000","Very High",74,"","Fluvial,Pluvial,Groundwater,Sea water","Other rapid onset,Snow melt flood","Defence exceedance","Rare",40.195,"FD",""
"BG","BG-2010-05-01",2010,01/05/2010,02/05/2010,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2010-05-13",2010,13/05/2010,14/05/2010,2,2,"BG1000","High",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2010-05-15",2010,15/05/2010,18/05/2010,4,4,"BG1000,BG4000","Very High",3,"","Pluvial,Fluvial","","","Frequent",,"FD",""
"BG","BG-2010-05-19",2010,19/05/2010,20/05/2010,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2010-06-04",2010,04/06/2010,05/06/2010,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2010-06-16",2010,16/06/2010,18/06/2010,2,2,"BG1000","High",2,"","Pluvial","","","",,"FD",""
"BG","BG-2010-06-21",2010,21/06/2010,22/06/2010,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2010-06-25",2010,25/06/2010,27/06/2010,2,2,"BG1000,BG4000","Very High",2,"","Fluvial","","","Frequent",,"FD",""
"BG","BG-2010-06-29",2010,29/06/2010,30/06/2010,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2010-07-02",2010,02/07/2010,03/07/2010,1,1,"BG3000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2010-07-09",2010,09/07/2010,10/07/2010,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2010-07-12",2010,12/07/2010,14/07/2010,2,2,"BG1000","High",2,"","Pluvial,Fluvial","","","",,"FD",""
"BG","BG-2010-07-26",2010,26/07/2010,28/07/2010,4,4,"BG3000","High",2,"","Fluvial,Pluvial","","Defence or infrastructural failure","Frequent",,"FD",""
"BG","BG-2010-08-08",2010,06/08/2010,09/08/2010,3,3,"BG1000","High",3,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2010-08-10",2010,10/08/2010,11/08/2010,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2010-09-03",2010,03/09/2010,04/09/2010,1,1,"BG2000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-2010-12-04",2010,04/12/2010,06/12/2010,51,46,"BG4000,BG1000","Very High",2,"","Fluvial","","","Rare",,"FD",""
"BG","BG-2010-12-17",2010,17/12/2010,18/12/2010,1,1,"BG2000","Moderate",1,"","Sea water","","","",,"FD",""
"BG","BG-2011-04-05",2011,05/04/2011,06/04/2011,1,1,"BG1000","Moderate",1,"","Fluvial,Pluvial","","","",1.1,"FD",""
"BG","BG-2011-04-20",2011,20/04/2011,21/04/2011,1,1,"BG1000","Moderate",1,"","Pluvial","","","",0.44,"FD",""
"BG","BG-2011-05-16",2011,16/05/2011,17/05/2011,3,3,"BG1000","High",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2011-06-02",2011,02/06/2011,04/06/2011,1,1,"BG3000","Moderate",2,"","Pluvial,Artificial water-bearing infrastructure","","","",,"FD",""
"BG","BG-2012-01-06",2012,06/01/2012,09/01/2012,1,1,"BG3000","High",3,"","Fluvial,Pluvial,Artificial water-bearing infrastructure","Snow melt flood","","Rare",,"FD",""
"BG","BG-2012-02-07",2012,05/02/2012,09/02/2012,16,16,"BG3000","Very High",4,"","Fluvial,Pluvial,Artificial water-bearing infrastructure","Snow melt flood","Defence exceedance,Defence or infrastructural failure","Rare",,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"BG","BG-2012-02-25",2012,25/02/2012,26/02/2012,2,2,"BG3000","High",1,"","Fluvial","","","",,"FD",""
"BG","BG-2012-03-13",2012,13/03/2012,14/03/2012,1,1,"BG3000","Moderate",1,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2012-05-08",2012,08/05/2012,10/05/2012,1,1,"BG3000","Moderate",2,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2012-05-24",2012,24/05/2012,26/05/2012,1,1,"BG1000","Moderate",2,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-2014-06-19",2014,19/06/2014,25/06/2014,,,"","Very High",7,"","","","","",,"DFO",""
"BG","BG-2014-09-05",2014,05/09/2014,08/09/2014,,,"","Very High",4,"","","","","",,"DFO",""
"BG","BG-BG1DJPF011",2005,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DJPF018",1985,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DJPF019",2005,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DJPF020",1989,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DJPF030",1992,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DJPF038",2003,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DUPF005",2003,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial,Groundwater","","","",,"FD",""
"BG","BG-BG1DUPF007",2004,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial,Groundwater","","","",,"FD",""
"BG","BG-BG1DUPF009",2005,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial,Groundwater","","","",,"FD",""
"BG","BG-BG1DUPF011",2005,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DUPF041",2006,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DUPF042",2007,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DUPF043",2008,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DUPF045",2009,,,1,1,"BG1000","Moderate",,"","Pluvial","","","",,"FD",""
"BG","BG-BG1DUPF053",2006,,,1,1,"BG1000","Moderate",,"","Fluvial","","","",,"FD",""
"BG","BG-BG1ENPF008",2005,,,1,1,"BG1000","Moderate",,"","Fluvial","","","",,"FD",""
"BG","BG-BG1ISPF003",2005,,,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF018",1993,,,1,1,"BG1000","Moderate",2,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF029",1982,,,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF032",1983,,,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF034",1984,,,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF038",2005,,,1,1,"BG1000","Moderate",7,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF050",2007,,,1,1,"BG1000","Very High",3,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF053",2007,,,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF055",2008,,,1,1,"BG1000","Moderate",1,"","Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF060",2005,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF074",1991,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF075",2002,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF079",2005,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial","","","",,"FD",""
"BG","BG-BG1ISPF090",2007,,,1,1,"BG1000","Moderate",,"","Fluvial,Pluvial","","","",,"FD",""
